CustomerId,ChurnProbability,Cluster,Exited,Balance,CreditScore
15709861,0.04,0,0,127786.28,766
15811742,0.03,1,0,0.0,553
15807008,0.73,2,1,128100.28,614
15636423,0.1,0,0,0.0,715
15583462,0.03,0,0,171069.39,695
15683213,0.04,0,0,74988.59,554
15694852,0.04,0,0,121823.4,575
15746802,0.03,2,0,131286.46,477
15735572,0.71,0,1,113657.83,629
15761976,0.01,1,0,0.0,797
15646539,0.01,2,0,96288.26,531
15627203,0.13,0,0,0.0,508
15808389,0.03,0,0,0.0,617
15733616,0.04,0,0,80613.93,806
15771139,0.05,2,0,147487.23,578
15752650,0.04,0,0,121231.39,681
15606158,0.04,2,0,0.0,644
15612030,0.02,1,0,0.0,724
15577657,0.0,1,0,0.0,732
15608209,0.03,2,0,96926.12,622
15577515,0.92,0,1,108477.27,554
15593283,0.73,0,1,156848.13,705
15639314,0.0,1,0,0.0,589
15642996,0.02,2,0,86351.85,546
15623196,0.04,0,0,149238.97,686
15674840,0.02,0,0,101430.3,645
15777045,0.78,2,1,81811.71,783
15576550,0.72,2,1,0.0,619
15670039,0.09,2,0,108738.71,509
15655175,0.64,2,1,114318.78,740
15690589,0.07,0,0,212314.03,541
15783398,0.2,2,0,115309.75,535
15808557,0.79,0,1,0.0,695
15741988,0.92,2,1,125396.24,492
15768449,0.02,1,0,51582.5,634
15723613,0.01,1,0,0.0,623
15659677,0.05,0,0,142382.03,746
15584364,0.88,2,1,59486.31,652
15800326,0.0,1,0,0.0,717
15603582,0.14,2,0,0.0,569
15566292,0.01,1,0,0.0,574
15755521,0.72,0,1,90044.32,660
15566735,0.02,0,0,108913.84,548
15737832,0.71,2,1,139825.56,771
15691840,0.03,0,0,159863.9,505
15788183,0.12,2,0,106870.12,458
15727281,0.01,1,0,0.0,653
15797900,0.92,2,1,142147.32,517
15660429,0.81,0,1,156371.61,665
15591130,0.01,1,0,0.0,507
15621893,0.0,0,0,133550.67,727
15576644,0.66,2,1,78939.15,687
15711825,0.02,2,0,82231.51,655
15711254,0.09,1,0,0.0,452
15800890,0.01,1,0,0.0,554
15670914,0.0,1,0,0.0,754
15597591,0.02,0,0,107000.49,456
15583073,0.79,0,1,0.0,771
15775433,0.05,0,0,53013.29,666
15653849,0.85,2,1,152827.99,572
15584505,0.04,2,0,113923.81,580
15618562,0.8,2,1,140306.38,618
15701121,0.59,0,1,110641.18,521
15760177,0.03,0,0,100252.18,564
15735782,0.05,2,0,120962.59,528
15691011,0.06,0,0,161651.37,591
15697597,0.03,0,0,149144.61,631
15624397,0.08,0,0,71240.3,627
15739292,0.06,0,0,103837.75,609
15745431,0.0,1,0,0.0,604
15718280,0.03,0,0,139822.11,662
15639552,0.11,2,0,148897.02,603
15784097,0.07,2,0,118402.25,660
15718769,0.04,2,0,113110.26,557
15604963,0.0,1,0,0.0,661
15700601,0.03,0,0,78829.53,561
15671590,0.0,1,0,0.0,741
15650889,0.01,2,0,133537.1,710
15678146,0.67,2,1,173962.32,668
15604304,0.03,0,0,91622.42,539
15793688,0.86,2,1,201009.64,669
15720702,0.73,2,1,0.0,789
15796351,0.01,0,0,105346.03,603
15772250,0.24,2,0,0.0,842
15815271,0.96,1,1,165048.5,755
15615444,0.0,0,0,123674.28,663
15631217,0.11,0,0,156218.19,663
15781326,0.03,2,0,95478.17,636
15737194,0.0,1,0,0.0,635
15713637,0.0,2,0,117468.67,699
15684461,0.75,2,1,0.0,469
15610426,0.09,0,0,81042.42,764
15582849,0.92,0,1,0.0,757
15759021,0.09,2,0,0.0,685
15583718,0.12,0,0,142316.14,696
15772933,0.07,0,0,0.0,591
15675749,0.0,1,0,0.0,695
15607170,0.01,1,0,0.0,699
15625141,0.02,1,0,0.0,563
15663817,0.14,0,0,0.0,713
15740147,0.16,0,0,0.0,725
15711759,0.02,0,0,108541.04,576
15616529,0.09,0,0,0.0,613
15694765,0.89,2,1,113882.33,610
15797686,0.01,0,0,113000.92,558
15706764,0.03,1,0,0.0,560
15762228,0.02,2,0,110046.93,506
15807595,0.15,2,0,144244.59,485
15745326,0.86,2,1,75051.49,538
15693326,0.06,2,0,125437.14,641
15642137,0.03,1,0,0.0,695
15594436,0.0,1,0,0.0,588
15576219,0.01,1,0,0.0,615
15727546,0.01,1,0,0.0,762
15701176,0.04,2,0,141462.13,663
15654891,0.0,1,0,0.0,811
15670668,0.01,1,0,75395.53,658
15813660,0.04,0,0,160625.17,754
15672875,0.01,0,0,40172.91,584
15749947,0.01,1,0,0.0,665
15774155,0.02,0,0,103471.52,662
15742297,0.0,0,0,141005.47,715
15578977,0.0,1,0,0.0,786
15571144,0.0,1,0,0.0,655
15644297,0.05,0,0,178787.54,732
15724269,0.0,1,0,0.0,670
15607877,0.01,1,0,0.0,576
15779267,0.0,1,0,0.0,584
15695103,0.0,1,0,0.0,790
15752578,0.05,2,0,133968.96,626
15611551,0.07,0,0,131659.59,676
15785490,0.71,0,1,105229.72,771
15805565,0.09,2,0,116927.89,691
15600692,0.06,1,0,0.0,520
15670859,0.12,0,0,93148.74,718
15590876,0.01,2,0,106234.02,764
15660147,0.01,0,0,46161.18,493
15669414,0.87,2,1,118356.89,486
15586699,0.0,1,0,0.0,825
15779973,0.03,0,0,99967.76,684
15720924,0.02,0,0,0.0,585
15759250,0.27,0,0,99183.9,745
15580988,0.0,1,0,0.0,842
15795298,0.03,0,0,206868.78,573
15573086,0.06,0,0,99824.45,564
15690209,0.04,2,0,104857.19,715
15657529,0.88,0,1,99141.86,714
15675888,0.04,0,0,72788.03,550
15693637,0.0,1,0,0.0,556
15605425,0.25,2,0,127536.44,545
15593555,0.04,1,0,0.0,430
15618363,0.02,0,0,82916.48,659
15795246,0.11,0,0,155903.82,628
15634143,0.08,2,0,53291.86,581
15795540,0.06,0,0,134208.22,556
15782735,0.08,2,0,0.0,626
15771573,0.78,0,1,137843.8,637
15638963,0.09,0,0,174852.89,678
15815660,0.01,0,0,154139.45,758
15666166,0.03,0,0,121276.32,653
15584453,0.0,1,0,0.0,555
15641877,0.07,0,0,97023.21,681
15700710,0.03,0,0,116465.53,490
15755405,0.72,2,1,128284.45,710
15684294,0.0,1,0,0.0,735
15603749,0.8,0,1,45472.28,564
15609521,0.01,0,0,142929.16,803
15718572,0.06,0,0,138456.03,600
15775891,0.88,0,1,107247.69,634
15697045,0.0,1,0,0.0,726
15586821,0.0,1,0,0.0,727
15801559,0.92,0,1,181461.48,693
15724402,0.0,1,0,0.0,770
15689081,0.72,2,1,0.0,692
15744789,0.02,2,0,114512.59,786
15582335,0.09,2,0,129860.37,556
15705994,0.06,2,0,0.0,712
15689616,0.02,2,0,168094.01,586
15688849,0.96,1,1,108019.27,609
15728362,0.0,1,0,0.0,671
15582741,0.66,2,1,124151.09,693
15731117,0.02,2,0,109161.25,437
15676117,0.21,2,0,0.0,603
15796838,0.04,0,0,92930.92,703
15616550,0.12,2,0,116363.37,698
15661591,0.06,0,0,130969.77,413
15744109,0.05,0,0,0.0,850
15687658,0.83,2,1,65971.61,716
15813132,0.09,0,0,114027.7,696
15688172,0.01,1,0,0.0,677
15646615,0.04,0,0,119336.29,576
15581089,0.0,1,0,0.0,744
15656293,0.02,1,0,0.0,786
15668460,0.02,1,0,0.0,466
15671104,0.1,0,0,172196.23,637
15603674,0.0,1,0,0.0,803
15647191,0.0,1,0,0.0,677
15772798,0.0,1,0,0.0,711
15780804,0.08,0,0,97318.25,482
15595221,0.1,2,0,134678.13,850
15777922,0.0,0,0,161757.87,629
15652693,0.66,2,1,129109.02,573
15711889,0.16,2,0,150461.07,668
15688128,0.01,0,0,108653.93,542
15814664,0.05,2,0,126524.11,740
15641285,0.1,0,0,163085.79,621
15798709,0.0,0,0,109109.33,588
15644280,0.07,2,0,138825.19,593
15679663,0.04,1,0,0.0,488
15708917,0.11,0,0,167772.96,598
15798943,0.04,1,0,0.0,646
15673333,0.19,0,0,96781.39,698
15613197,0.02,1,0,0.0,590
15657957,0.77,2,1,113674.2,602
15694404,0.08,0,0,156555.54,781
15702561,0.04,0,0,0.0,782
15626383,0.09,0,0,121907.97,596
15796958,0.01,1,0,0.0,658
15703394,0.0,1,0,0.0,633
15622321,0.06,0,0,0.0,506
15644977,0.04,1,0,0.0,776
15664772,0.0,0,0,79460.98,489
15652401,0.01,1,0,0.0,496
15595282,0.0,1,0,0.0,735
15618314,0.0,0,0,114005.78,676
15723620,0.02,1,0,0.0,617
15664668,0.66,0,1,144801.97,534
15797194,0.03,2,0,129674.89,570
15803886,0.04,0,0,132876.55,629
15812893,0.72,1,1,0.0,629
15802857,0.06,0,0,115409.6,659
15750407,0.1,2,0,129264.05,768
15742378,0.1,2,0,110029.77,520
15628292,0.0,0,0,156001.68,850
15797502,0.0,0,0,141078.57,706
15797010,0.03,1,0,0.0,649
15631222,0.07,0,0,75339.64,485
15632272,0.02,1,0,0.0,792
15631310,0.29,0,0,0.0,537
15689614,0.04,0,0,137715.66,687
15632789,0.0,1,0,0.0,794
15684868,0.98,2,1,110993.79,668
15734044,0.0,0,0,41299.03,671
15572467,0.0,1,0,0.0,506
15670481,0.01,0,0,122550.05,684
15580935,0.04,2,0,135962.4,687
15794549,0.06,0,0,163943.89,722
15646810,0.78,2,1,108122.39,603
15713769,0.09,0,0,0.0,617
15806918,0.02,0,0,0.0,674
15677324,0.0,0,0,124730.26,683
15756196,0.05,0,0,121818.84,682
15609187,0.0,2,0,155879.09,455
15595991,0.13,0,0,87105.32,585
15805671,0.01,0,0,0.0,648
15612771,0.01,0,0,148172.44,452
15713160,0.05,2,0,157228.61,669
15761158,0.08,1,0,0.0,719
15658158,0.11,2,0,110741.56,672
15657139,0.04,0,0,84390.8,652
15611848,0.1,0,0,137714.25,850
15759067,0.9,1,1,158411.95,537
15789936,0.02,1,0,0.0,663
15582591,0.1,0,0,155766.05,615
15588419,0.63,2,1,148962.46,651
15623369,0.73,2,1,105355.81,708
15586993,0.01,1,0,0.0,655
15698474,0.21,0,0,131039.97,601
15768270,0.03,1,0,0.0,579
15614220,0.02,1,0,0.0,750
15789974,0.6,2,1,94598.48,713
15677828,0.01,1,0,0.0,598
15578908,0.05,1,0,0.0,725
15661936,0.12,2,0,141004.46,513
15777901,0.83,2,1,94752.49,640
15690647,0.85,2,1,67563.31,582
15724200,0.05,0,0,115341.55,584
15612729,0.0,1,0,0.0,681
15727829,0.0,1,0,0.0,567
15645544,0.17,2,0,129753.69,642
15658716,0.85,1,1,92171.35,667
15672640,0.08,0,0,114347.85,850
15669945,0.02,2,0,141359.37,492
15694456,0.72,0,1,0.0,756
15693018,0.03,0,0,115563.71,678
15569945,0.0,1,0,0.0,509
15592116,0.02,1,0,0.0,585
15787204,0.11,2,0,110646.54,774
15804586,0.93,2,1,0.0,376
15746127,0.03,1,0,0.0,572
15662434,0.0,1,0,0.0,607
15643635,0.0,2,0,133705.74,664
15596671,0.71,2,1,91611.12,603
15612103,0.64,0,1,137852.96,627
15743490,0.94,2,1,94348.94,795
15660390,0.0,1,0,0.0,544
15803406,0.04,0,0,77780.29,748
15600882,0.05,1,0,0.0,635
15735339,0.12,2,0,0.0,663
15629519,0.01,1,0,0.0,472
15710161,0.01,1,0,0.0,850
15692577,0.05,2,0,83727.68,674
15719426,0.66,0,1,103101.56,529
15771966,0.09,2,0,146200.01,557
15663441,0.69,2,1,148571.07,700
15608338,0.96,1,1,117294.12,757
15715707,0.03,0,0,118829.03,657
15757867,0.77,2,1,176173.52,570
15688644,0.01,2,0,129743.75,603
15681990,0.12,2,0,111769.14,497
15625698,0.01,1,0,0.0,624
15640953,0.0,0,0,107508.93,611
15633260,0.0,0,0,142663.46,600
15815043,0.13,1,0,0.0,645
15661670,0.84,2,1,107818.63,524
15596060,0.01,0,0,127864.26,498
15637593,0.0,1,0,0.0,722
15736043,0.01,0,0,114543.27,638
15619935,0.07,0,0,126224.87,783
15720893,0.01,1,0,0.0,637
15605950,0.0,0,0,137060.88,530
15727353,0.94,2,1,142028.36,650
15745455,0.09,0,0,108716.59,638
15580914,0.67,0,1,83287.05,478
15806230,0.68,0,1,121647.54,629
15803682,0.04,0,0,117791.06,651
15743893,0.11,2,0,164951.56,471
15610765,0.0,1,0,0.0,559
15578211,0.0,1,0,0.0,777
15737133,0.07,0,0,114386.85,706
15646037,0.24,1,0,0.0,641
15646609,0.03,2,0,142645.43,748
15588904,0.79,2,1,0.0,692
15778418,0.69,0,1,154309.67,637
15810910,0.02,1,0,0.0,702
15591357,0.12,0,0,123372.3,765
15753079,0.26,1,0,0.0,612
15630617,0.66,0,1,140418.81,727
15800295,0.05,2,0,112746.54,644
15607230,0.03,0,0,150186.22,588
15649618,0.03,0,0,167395.6,799
15736533,0.11,2,0,124053.03,730
15672756,0.02,0,0,112808.18,716
15719294,0.01,1,0,0.0,800
15716609,0.96,2,1,134388.11,484
15756538,0.06,0,0,0.0,654
15607065,0.0,2,0,91835.16,765
15649450,0.04,2,0,143221.35,805
15790355,0.05,2,0,190479.48,606
15720713,0.03,1,0,0.0,850
15681439,0.04,1,0,60205.2,775
15682435,0.04,2,0,143744.77,600
15697311,0.67,0,1,110802.03,697
15644296,0.03,2,0,105209.54,740
15624703,0.07,2,0,129847.75,550
15658768,0.89,2,1,0.0,547
15700394,0.65,2,1,122857.46,713
15643671,0.82,2,1,97036.22,696
15592000,0.83,2,1,82794.18,781
15749177,0.09,1,0,0.0,730
15583480,0.0,1,0,0.0,807
15600103,0.11,0,0,104944.1,633
15766417,0.03,1,0,0.0,678
15712825,0.01,1,0,0.0,511
15752984,0.08,0,0,87542.89,737
15622305,0.04,0,0,107868.14,746
15813741,0.04,0,0,193858.2,549
15783526,0.04,0,0,100895.54,589
15715638,0.01,1,0,27517.15,824
15665438,0.08,0,0,163159.85,669
15742854,0.06,1,0,0.0,640
15701972,0.01,0,0,137179.39,684
15585839,0.04,1,0,0.0,633
15599182,0.04,1,0,0.0,597
15731790,0.76,0,1,132591.36,697
15575243,0.01,0,0,129068.54,764
15648898,0.03,0,0,124995.98,560
15679804,0.01,0,0,117559.05,636
15686870,0.06,2,0,108239.11,761
15667633,0.01,1,0,0.0,612
15677141,0.02,0,0,132450.24,586
15641004,0.1,0,0,150315.92,605
15813894,0.01,1,0,0.0,620
15679048,0.15,0,0,124227.14,558
15796790,0.16,2,0,154543.98,573
15566894,0.02,2,0,137817.52,793
15721307,0.04,2,0,95668.82,694
15687626,0.66,1,1,0.0,527
15742886,0.01,0,0,138023.79,642
15726032,0.03,2,0,89968.69,608
15694641,0.03,1,0,0.0,621
15596992,0.75,2,1,156353.46,482
15783030,0.71,2,1,0.0,685
15721569,0.25,0,0,119327.93,658
15675252,0.02,0,0,92636.96,734
15605965,0.02,1,0,0.0,630
15603134,0.17,0,0,167878.5,656
15710315,0.64,2,1,135759.4,529
15746986,0.01,2,0,97990.49,850
15579706,0.83,2,1,0.0,611
15725429,0.02,0,0,96759.42,623
15684173,0.89,1,1,0.0,687
15721007,0.76,2,1,115130.34,776
15710689,0.74,2,1,63609.92,578
15567725,0.02,1,0,52016.08,689
15760851,0.0,1,0,0.0,629
15646082,0.61,2,1,82909.14,676
15785611,0.01,0,0,183102.29,752
15701605,0.11,2,0,166115.42,815
15763922,0.04,2,0,79962.92,608
15783007,0.81,0,1,123086.39,520
15756743,0.01,2,0,115895.42,625
15808283,0.06,2,0,0.0,647
15694601,0.01,2,0,158978.79,583
15789313,0.77,2,1,96553.52,595
15797149,0.07,0,0,143680.47,563
15720463,0.01,2,0,137262.71,796
15788536,0.03,2,0,137430.82,755
15653065,0.0,1,0,0.0,530
15604093,0.6,0,1,165363.31,546
15750458,0.01,1,0,0.0,693
15626578,0.0,1,0,0.0,622
15729054,0.0,0,0,96106.83,744
15645543,0.0,1,0,0.0,636
15632344,0.01,2,0,99045.93,792
15666043,0.03,0,0,156297.58,520
15720050,0.03,2,0,110997.76,727
15773487,0.07,2,0,76798.92,634
15724955,0.01,1,0,0.0,537
15613749,0.67,2,1,151839.26,569
15781553,0.86,2,1,91502.99,760
15642709,0.03,1,0,0.0,474
15584271,0.16,0,0,0.0,633
15679410,0.95,2,1,140549.4,729
15632185,0.05,2,0,82228.67,663
15696371,0.02,2,0,92476.88,812
15709016,0.94,2,1,91219.29,687
15570379,0.84,2,1,88827.53,669
15689598,0.71,0,1,0.0,722
15583499,0.0,0,0,103324.78,510
15631739,0.01,0,0,122109.78,704
15805764,0.02,1,0,0.0,646
15739054,0.0,0,0,96974.97,654
15791102,0.91,1,1,95020.8,549
15668104,0.02,0,0,118433.94,479
15633525,0.0,1,0,0.0,631
15803005,0.14,0,0,86568.75,570
15587690,0.0,2,0,116498.22,592
15693337,0.02,0,0,148863.17,683
15642787,0.01,2,0,133043.66,572
15727251,0.05,2,0,117494.27,642
15706186,0.0,2,0,81677.22,640
15724890,0.06,2,0,82696.09,584
15617507,0.01,1,0,0.0,530
15584967,0.04,1,0,0.0,596
15673367,0.15,2,0,132603.36,587
15593345,0.01,0,0,125241.17,502
15693347,0.0,1,0,0.0,676
15603883,0.0,1,0,0.0,818
15683276,0.05,0,0,140363.95,610
15735968,0.0,1,0,0.0,605
15578825,0.06,2,0,139994.66,734
15618446,0.07,1,0,0.0,576
15570060,0.68,2,1,132558.26,586
15617617,0.0,1,0,0.0,811
15778838,0.09,2,0,114135.17,783
15751593,0.05,2,0,85668.59,570
15575147,0.68,2,1,99339.0,699
15683339,0.82,2,1,59877.33,656
15699005,0.03,0,0,156067.05,710
15586504,0.0,1,0,0.0,694
15663263,0.1,2,0,156265.31,698
15751158,0.98,1,1,108825.34,571
15567399,0.13,0,0,144164.29,633
15641136,0.0,1,0,0.0,629
15617648,0.07,0,0,95671.75,584
15593943,0.13,0,0,132667.17,685
15669282,0.01,2,0,124266.86,636
15725818,0.2,0,0,107041.3,583
15615938,0.12,0,0,139663.37,502
15796957,0.64,1,1,0.0,597
15696361,0.06,0,0,125681.51,648
15610900,0.85,2,1,110738.89,770
15799859,0.83,2,1,165438.26,704
15596136,0.05,0,0,166939.88,637
15699634,0.05,1,0,0.0,667
15593795,0.93,2,1,156674.2,516
15574071,0.02,0,0,93301.97,706
15636592,0.69,0,1,181821.96,651
15667085,0.0,1,0,0.0,667
15802381,0.05,0,0,63663.93,461
15685226,0.03,0,0,147199.07,712
15575498,0.05,2,0,149379.66,705
15769948,0.06,0,0,133377.8,737
15752857,0.21,2,0,98443.14,452
15750396,0.01,1,0,0.0,670
15637240,0.17,2,0,124547.13,541
15747808,0.01,0,0,102540.61,712
15713608,0.04,1,0,0.0,850
15673020,0.81,0,1,204510.94,678
15760825,0.03,1,0,0.0,604
15711288,0.0,1,0,0.0,512
15595874,0.03,1,0,0.0,666
15572021,0.03,2,0,80204.11,798
15785406,0.32,2,0,105056.13,446
15684516,0.01,2,0,121151.05,629
15654390,0.74,2,1,154575.76,640
15574352,0.07,0,0,161256.53,850
15679062,0.18,0,0,91522.04,734
15627298,0.61,2,1,85146.48,589
15782736,0.92,0,1,152522.47,573
15715117,0.12,2,0,0.0,744
15642001,0.89,2,1,119530.52,576
15796434,0.02,0,0,97612.12,724
15789339,0.09,0,0,122781.51,681
15706269,0.08,0,0,103894.38,489
15706036,0.01,0,0,132271.12,552
15702715,0.05,1,0,0.0,747
15585777,0.02,0,0,130588.82,710
15737782,0.07,0,0,0.0,562
15614302,0.1,2,0,125837.86,699
15627999,0.0,1,0,0.0,590
15643215,0.03,2,0,71667.97,602
15799924,0.14,2,0,147167.25,668
15696834,0.0,1,0,0.0,530
15765345,0.0,1,0,0.0,753
15732235,0.03,0,0,98848.19,662
15801821,0.02,1,0,0.0,691
15587581,0.05,0,0,136624.6,785
15683483,0.01,0,0,127117.8,812
15730394,0.62,1,1,0.0,709
15686060,0.94,2,1,111677.88,670
15623143,0.09,1,0,0.0,732
15650018,0.08,2,0,154100.3,681
15670427,0.05,2,0,155187.3,662
15585451,0.09,0,0,108262.87,558
15653147,0.0,0,0,133853.27,594
15600813,0.11,0,0,90305.76,717
15752026,0.72,0,1,0.0,691
15733768,0.01,0,0,0.0,600
15603436,0.15,0,0,126615.94,594
15762138,0.01,1,0,0.0,608
15690007,0.89,2,1,125801.03,434
15624892,0.01,2,0,93978.96,712
15748069,0.0,0,0,134467.26,485
15645815,0.0,1,0,0.0,615
15779947,0.93,1,1,146098.43,363
15794204,0.0,0,0,108116.66,687
15731586,0.02,2,0,121691.54,785
15778192,0.0,1,0,0.0,628
15803764,0.0,1,0,0.0,561
15670753,0.0,0,0,127283.78,614
15589380,0.1,0,0,114446.84,713
15602551,0.0,1,0,0.0,667
15782630,0.03,2,0,137482.19,543
15600280,0.0,1,0,0.0,703
15740383,0.05,1,0,0.0,594
15746515,0.93,1,1,136492.92,750
15633922,0.0,0,0,123217.66,755
15641007,0.02,0,0,72594.0,614
15620758,0.0,1,0,0.0,660
15682523,0.0,0,0,139432.55,762
15789863,0.04,1,0,0.0,683
15726720,0.74,2,1,0.0,480
15626948,0.19,2,0,86167.82,701
15722765,0.17,0,0,136820.99,580
15745826,0.03,1,0,0.0,445
15610912,0.09,2,0,112119.48,657
15664895,0.06,1,0,0.0,602
15687540,0.01,0,0,100249.41,684
15571415,0.93,2,1,151802.29,805
15623858,0.16,2,0,0.0,603
15698117,0.08,0,0,150844.94,701
15714789,0.07,0,0,0.0,664
15778515,0.19,2,0,95297.11,748
15581388,0.02,2,0,145729.71,487
15776596,0.77,2,1,140094.59,730
15648800,0.69,2,1,132312.06,731
15597265,0.0,1,0,0.0,660
15578462,0.03,0,0,134208.25,596
15591433,0.03,2,0,85957.88,674
15623944,0.83,2,1,0.0,511
15791700,0.9,1,1,118079.47,773
15682928,0.11,0,0,65521.2,695
15726791,0.77,0,1,157929.45,637
15693199,0.62,1,1,0.0,739
15732791,0.05,0,0,122947.92,641
15643679,0.0,1,0,70233.74,784
15699389,0.02,0,0,118274.71,807
15775678,0.12,0,0,0.0,716
15747647,0.02,1,0,0.0,589
15699225,0.03,1,0,0.0,757
15791867,0.86,2,1,108895.93,544
15593736,0.88,2,1,131769.04,598
15694160,0.01,1,0,0.0,624
15615473,0.01,1,0,0.0,646
15789425,0.61,2,1,98218.04,694
15813303,0.03,1,0,0.0,513
15732270,0.64,0,1,0.0,727
15736413,0.0,1,0,0.0,739
15673539,0.05,2,0,118097.87,690
15672185,0.01,1,0,0.0,590
15812009,0.0,1,0,0.0,662
15583278,0.02,0,0,92716.96,743
15611105,0.0,1,0,0.0,799
15571869,0.95,2,1,112650.89,669
15644551,0.01,2,0,99773.85,751
15697042,0.05,2,0,127290.61,738
15758513,0.05,1,0,0.0,569
15782219,0.0,1,0,0.0,703
15748616,0.0,1,0,0.0,599
15749964,0.03,2,0,87262.4,610
15683124,0.9,2,1,115029.4,713
15671987,0.02,2,0,153137.74,567
15688760,0.09,0,0,95022.57,522
15685279,0.11,0,0,122950.31,511
15776850,0.03,0,0,124209.02,749
15567431,0.05,0,0,145578.28,773
15752816,0.03,2,0,114590.58,531
15726466,0.15,2,0,114974.24,751
15669253,0.61,2,1,157691.98,754
15662494,0.04,0,0,138150.57,773
15702571,0.83,1,1,151958.19,778
15705953,0.84,2,1,169312.13,721
15682839,0.09,0,0,137936.94,575
15783026,0.2,2,0,0.0,701
15668057,0.02,2,0,113000.66,669
15780215,0.0,1,0,0.0,636
15615126,0.64,1,1,0.0,780
15775741,0.02,1,0,0.0,608
15738150,0.0,1,0,0.0,591
15589230,0.13,0,0,126473.33,612
15680643,0.02,1,0,0.0,729
15810457,0.03,2,0,150412.14,728
15623595,0.04,1,0,0.0,586
15578722,0.02,1,0,0.0,689
15602282,0.8,0,1,134980.74,587
15692106,0.91,1,1,147386.72,606
15815131,0.01,0,0,115617.24,617
15773906,0.0,1,0,0.0,655
15760865,0.88,2,1,141819.02,754
15650391,0.04,2,0,169988.35,633
15732644,0.9,2,1,92316.31,567
15728885,0.04,0,0,0.0,808
15774164,0.02,2,0,174673.65,502
15597033,0.05,0,0,153366.13,708
15665053,0.75,0,1,111284.53,636
15705050,0.01,1,0,0.0,611
15770225,0.0,1,0,0.0,493
15723989,0.03,0,0,93680.43,646
15701364,0.0,1,0,0.0,724
15683758,0.12,2,0,111833.47,640
15780256,0.0,1,0,0.0,630
15680843,0.0,1,0,0.0,675
15635500,0.06,0,0,61319.63,605
15596074,0.08,0,0,0.0,502
15678067,0.02,1,0,0.0,667
15706232,0.85,0,1,0.0,595
15751057,0.09,2,0,102500.34,701
15815420,0.02,0,0,139196.0,808
15805676,0.06,2,0,151012.55,515
15668775,0.12,2,0,130747.1,757
15571843,0.08,2,0,0.0,486
15696277,0.0,1,0,0.0,651
15753343,0.02,0,0,121164.11,523
15694321,0.01,1,0,0.0,619
15674179,0.0,2,0,60515.13,513
15591107,0.94,2,1,110357.0,723
15629475,0.0,1,0,0.0,656
15664150,0.03,2,0,170214.23,528
15594577,0.0,1,0,0.0,556
15675190,0.0,1,0,0.0,623
15760880,0.01,1,0,0.0,513
15768816,0.17,2,0,107856.57,570
15813862,0.06,0,0,132044.6,526
15702631,0.0,1,0,0.0,567
15670416,0.18,0,0,0.0,780
15756560,0.15,2,0,81742.84,599
15676715,0.03,1,0,0.0,640
15708650,0.0,1,0,52192.08,727
15736397,0.0,2,0,96471.2,544
15582168,0.32,2,0,149525.34,713
15688498,0.05,2,0,87096.82,594
15741094,0.0,1,0,0.0,693
15676895,0.92,1,1,74596.15,547
15610419,0.03,0,0,117413.95,554
15704771,0.01,0,0,133489.12,593
15790596,0.02,0,0,141829.67,850
15645371,0.71,0,1,147262.11,613
15687607,0.03,0,0,135422.31,605
15764708,0.02,2,0,117696.67,572
15585106,0.02,1,0,57068.43,492
15668289,0.04,0,0,76087.98,690
15709222,0.11,0,0,0.0,557
15727868,0.64,0,1,129022.06,711
15620579,0.0,1,0,0.0,695
15687752,0.03,0,0,87505.47,641
15648136,0.06,2,0,152812.58,658
15813439,0.02,2,0,100116.82,587
15740428,0.01,1,0,0.0,507
15676645,0.01,1,0,0.0,523
15591942,0.03,1,0,0.0,611
15697307,0.0,1,0,0.0,588
15801316,0.12,0,0,66250.71,523
15610711,0.15,2,0,128644.46,678
15656029,0.03,1,0,0.0,609
15598700,0.0,1,0,0.0,676
15613786,0.01,1,0,0.0,818
15604891,0.01,1,0,0.0,624
15647974,0.06,2,0,118742.74,679
15697424,0.71,0,1,119370.11,597
15787168,0.07,0,0,168253.21,819
15717286,0.76,2,1,79035.95,675
15793883,0.01,1,0,0.0,798
15693376,0.69,1,1,0.0,741
15717138,0.07,2,0,82613.56,850
15631481,0.07,0,0,79563.36,673
15655232,0.02,0,0,126803.34,437
15715951,0.12,2,0,100238.35,562
15788494,0.0,2,0,145875.74,555
15663625,0.01,1,0,0.0,501
15664506,0.08,0,0,197436.82,675
15799790,0.06,0,0,0.0,763
15705352,0.0,0,0,111484.88,686
15783025,0.02,2,0,94661.53,723
15798439,0.01,0,0,0.0,714
15581252,0.11,2,0,80922.75,632
15666453,0.02,0,0,78885.88,611
15579208,0.07,1,0,0.0,550
15726487,0.09,0,0,160982.89,431
15585888,0.81,0,1,0.0,553
15660403,0.01,1,0,0.0,827
15814116,0.04,1,0,0.0,583
15787655,0.0,1,0,0.0,707
15635034,0.66,0,1,101191.83,727
15760514,0.14,0,0,116644.29,789
15592387,0.73,2,1,0.0,566
15798200,0.18,1,0,0.0,707
15642022,0.05,2,0,0.0,621
15667462,0.02,1,0,0.0,707
15754574,0.0,1,0,0.0,738
15680234,0.04,2,0,138032.15,667
15806709,0.08,2,0,94126.67,609
15780925,0.01,0,0,177069.24,625
15804072,0.02,1,0,0.0,701
15617206,0.1,2,0,120822.86,431
15738751,0.08,1,0,0.0,493
15754068,0.0,1,0,0.0,578
15733876,0.01,1,0,0.0,667
